id,antecedents,consequents,antecedent_support,consequent_support,support,confidence,lift,leverage,conviction,zhangs_metric,kulczynski,imbalance_ratio,cosine,composite_score,rule_category
412,"STRAWBERRY PRESERVES, SWEET CREAM BUTTER, WHOLE WHEAT BREAD",ORGANIC EGGS DOZEN,0.027865,0.11236,0.01618,0.580645,5.167742,0.013049,2.116681,0.829609,0.362323,0.681159,0.289159,0.6593,High-Lift Affinity Pair
413,"LED GROW LIGHT BULB, ORGANIC POTTING SOIL 10L",GARDENING GLOVES PAIR,0.053933,0.117753,0.032809,0.608333,5.16619,0.026458,2.252546,0.852406,0.44348,0.459547,0.411701,0.6932,High-Confidence Cross-Sell
414,"CAPPUCCINO CUP & SAUCER, CROISSANT ALL BUTTER",BLUEBERRY SCONE,0.065618,0.107416,0.036404,0.554795,5.164928,0.029356,2.004882,0.863016,0.446853,0.305921,0.43362,0.6832,High-Lift Affinity Pair
415,BLUEBERRY SCONE,"CAPPUCCINO CUP & SAUCER, CROISSANT ALL BUTTER",0.107416,0.065618,0.036404,0.338912,5.164928,0.029356,1.413401,0.903429,0.446853,0.305921,0.43362,0.6224,High-Lift Affinity Pair
416,"SET OF 3 CAKE TINS PANTRY, WHITE HANGING HEART T-LIGHT HOLDER","HEART OF WICKER LARGE, REGENCY CAKESTAND 3 TIER",0.060674,0.067416,0.021124,0.348148,5.164198,0.017033,1.430669,0.858444,0.330741,0.063025,0.330282,0.5991,High-Lift Affinity Pair
417,SET OF 3 CAKE TINS PANTRY,"HEART OF WICKER LARGE, WHITE HANGING HEART T-LIGHT HOLDER",0.106067,0.062472,0.034157,0.322034,5.154859,0.027531,1.382854,0.901643,0.434398,0.324415,0.419614,0.6134,High-Lift Affinity Pair
418,LED GROW LIGHT BULB,CERAMIC PLANT POT WHITE,0.105618,0.111461,0.060674,0.574468,5.153998,0.048902,2.088067,0.901154,0.559411,0.037356,0.559209,0.7263,High-Lift Affinity Pair
419,CERAMIC PLANT POT WHITE,LED GROW LIGHT BULB,0.111461,0.105618,0.060674,0.544355,5.153998,0.048902,1.962892,0.90708,0.559411,0.037356,0.559209,0.7179,High-Lift Affinity Pair
420,SET OF 3 CAKE TINS PANTRY,"HEART OF WICKER LARGE, REGENCY CAKESTAND 3 TIER",0.106067,0.067416,0.036854,0.347458,5.153955,0.029703,1.429155,0.901605,0.447062,0.282895,0.435825,0.6247,High-Lift Affinity Pair
421,ITALIAN EXTRA VIRGIN OLIVE OIL,"GARLIC HERB BREADSTICKS, ORGANIC TOMATO BASIL SAUCE",0.115955,0.062472,0.037303,0.321705,5.149601,0.030059,1.382184,0.911504,0.459414,0.378981,0.438289,0.6183,High-Lift Affinity Pair
422,HEART OF WICKER SMALL,"HEART OF WICKER LARGE, SET OF 3 CAKE TINS PANTRY",0.10382,0.059775,0.03191,0.307359,5.141913,0.025704,1.357449,0.898837,0.420597,0.334471,0.405067,0.6046,High-Lift Affinity Pair
423,ARTISAN PASTA PENNE,"AGED PARMESAN REGGIANO, GARLIC HERB BREADSTICKS",0.117303,0.058876,0.035506,0.302682,5.140973,0.028599,1.349633,0.912527,0.452868,0.415335,0.427239,0.6096,High-Lift Affinity Pair
424,HEART OF WICKER SMALL,"REGENCY CAKESTAND 3 TIER, SET OF 3 CAKE TINS PANTRY",0.10382,0.060674,0.03236,0.311688,5.137085,0.02606,1.364681,0.898633,0.422511,0.326531,0.407718,0.6062,High-Lift Affinity Pair
425,"LARGE DESK PAD BLACK, USB-C MULTIPORT ADAPTER","MONITOR LIGHT BAR, WIRELESS ERGONOMIC MOUSE",0.055281,0.060225,0.017079,0.308943,5.129839,0.013749,1.35991,0.852171,0.296263,0.050228,0.295991,0.5788,High-Lift Affinity Pair
426,AGED PARMESAN REGGIANO,ITALIAN EXTRA VIRGIN OLIVE OIL,0.102022,0.115955,0.060674,0.594714,5.128829,0.048844,2.181285,0.896485,0.558985,0.088571,0.557842,0.7302,High-Lift Affinity Pair
427,ITALIAN EXTRA VIRGIN OLIVE OIL,AGED PARMESAN REGGIANO,0.115955,0.102022,0.060674,0.523256,5.128829,0.048844,1.883563,0.910614,0.558985,0.088571,0.557842,0.7102,High-Lift Affinity Pair
428,"CERAMIC PLANT POT WHITE, ORGANIC POTTING SOIL 10L",WATERING CAN GREEN 2L,0.055281,0.114157,0.03236,0.585366,5.127713,0.026049,2.136444,0.852085,0.434415,0.429508,0.407346,0.6831,High-Lift Affinity Pair
429,"ORGANIC POTTING SOIL 10L, WATERING CAN GREEN 2L",CERAMIC PLANT POT WHITE,0.056629,0.111461,0.03236,0.571429,5.126728,0.026048,2.073258,0.853263,0.430876,0.403974,0.407307,0.6789,High-Lift Affinity Pair
430,"ORGANIC WHOLE MILK, SWEET CREAM BUTTER",ORGANIC EGGS DOZEN,0.05618,0.11236,0.03236,0.576,5.1264,0.026047,2.093492,0.852844,0.432,0.412541,0.407294,0.6802,High-Lift Affinity Pair
431,MECHANICAL KEYBOARD,MONITOR LIGHT BAR,0.105169,0.109213,0.058876,0.559829,5.126007,0.047391,2.023729,0.899517,0.549462,0.026012,0.549364,0.7174,High-Lift Affinity Pair
432,MONITOR LIGHT BAR,MECHANICAL KEYBOARD,0.109213,0.105169,0.058876,0.539095,5.126007,0.047391,1.941465,0.903602,0.549462,0.026012,0.549364,0.7116,High-Lift Affinity Pair
433,GARLIC HERB BREADSTICKS,"ARTISAN PASTA PENNE, ITALIAN EXTRA VIRGIN OLIVE OIL",0.113708,0.067865,0.039551,0.347826,5.125252,0.031834,1.429273,0.908152,0.465304,0.322785,0.450229,0.6274,High-Lift Affinity Pair
434,HEART OF WICKER SMALL,REGENCY CAKESTAND 3 TIER,0.10382,0.113258,0.060225,0.580087,5.121796,0.048466,2.111725,0.897985,0.555916,0.060172,0.555391,0.7249,High-Lift Affinity Pair
435,REGENCY CAKESTAND 3 TIER,HEART OF WICKER SMALL,0.113258,0.10382,0.060225,0.531746,5.121796,0.048466,1.913875,0.907543,0.555916,0.060172,0.555391,0.7114,High-Lift Affinity Pair
436,BLUEBERRY SCONE,CAPPUCCINO CUP & SAUCER,0.107416,0.116854,0.06427,0.598326,5.120293,0.051718,2.198666,0.901538,0.574163,0.058989,0.573655,0.7363,High-Lift Affinity Pair
437,CAPPUCCINO CUP & SAUCER,BLUEBERRY SCONE,0.116854,0.107416,0.06427,0.55,5.120293,0.051718,1.983521,0.911173,0.574163,0.058989,0.573655,0.7228,High-Lift Affinity Pair
438,"AGED PARMESAN REGGIANO, ORGANIC TOMATO BASIL SAUCE",GARLIC HERB BREADSTICKS,0.054831,0.113708,0.03191,0.581967,5.118091,0.025675,2.12015,0.851292,0.4313,0.430921,0.404127,0.6807,High-Lift Affinity Pair
439,WHITE HANGING HEART T-LIGHT HOLDER,REGENCY CAKESTAND 3 TIER,0.110112,0.113258,0.06382,0.579592,5.117428,0.051349,2.10924,0.904147,0.571542,0.019718,0.571485,0.7301,High-Lift Affinity Pair
440,REGENCY CAKESTAND 3 TIER,WHITE HANGING HEART T-LIGHT HOLDER,0.113258,0.110112,0.06382,0.563492,5.117428,0.051349,2.038652,0.907355,0.571542,0.019718,0.571485,0.7256,High-Lift Affinity Pair
441,SET OF 3 CAKE TINS PANTRY,"REGENCY CAKESTAND 3 TIER, WHITE HANGING HEART T-LIGHT HOLDER",0.106067,0.06382,0.034607,0.326271,5.112348,0.027837,1.38955,0.899839,0.434262,0.312292,0.420621,0.6122,High-Lift Affinity Pair
442,HEART OF WICKER SMALL,WHITE HANGING HEART T-LIGHT HOLDER,0.10382,0.110112,0.058427,0.562771,5.110876,0.046995,2.035288,0.897519,0.546691,0.040462,0.546455,0.7164,High-Lift Affinity Pair
443,WHITE HANGING HEART T-LIGHT HOLDER,HEART OF WICKER SMALL,0.110112,0.10382,0.058427,0.530612,5.110876,0.046995,1.909253,0.903866,0.546691,0.040462,0.546455,0.7074,High-Lift Affinity Pair
444,"ORGANIC EGGS DOZEN, SWEET CREAM BUTTER",STRAWBERRY PRESERVES,0.059775,0.107416,0.032809,0.548872,5.109793,0.026388,1.978562,0.855431,0.427156,0.354515,0.409447,0.6719,High-Lift Affinity Pair
445,STRAWBERRY PRESERVES,"ORGANIC EGGS DOZEN, SWEET CREAM BUTTER",0.107416,0.059775,0.032809,0.305439,5.109793,0.026388,1.353697,0.901088,0.427156,0.354515,0.409447,0.6034,High-Lift Affinity Pair
446,ORGANIC TOMATO BASIL SAUCE,"AGED PARMESAN REGGIANO, ARTISAN PASTA PENNE",0.109663,0.063371,0.035506,0.32377,5.109144,0.028556,1.385076,0.903335,0.442027,0.336601,0.425915,0.6129,High-Lift Affinity Pair
447,BLUEBERRY SCONE,"CAPPUCCINO CUP & SAUCER, PAIN AU CHOCOLAT",0.107416,0.065618,0.035955,0.334728,5.101164,0.028907,1.404511,0.900718,0.441337,0.304918,0.428267,0.616,High-Lift Affinity Pair
448,"LARGE DESK PAD BLACK, MECHANICAL KEYBOARD","MONITOR LIGHT BAR, WIRELESS ERGONOMIC MOUSE",0.057079,0.060225,0.017528,0.307087,5.099013,0.014091,1.356267,0.852546,0.299066,0.031532,0.298958,0.5768,High-Lift Affinity Pair
449,"LED GROW LIGHT BULB, WATERING CAN GREEN 2L",GARDENING GLOVES PAIR,0.060674,0.117753,0.036404,0.6,5.09542,0.02926,2.205618,0.855662,0.45458,0.401899,0.430693,0.6913,High-Confidence Cross-Sell
450,GARDENING GLOVES PAIR,"LED GROW LIGHT BULB, WATERING CAN GREEN 2L",0.117753,0.060674,0.036404,0.30916,5.09542,0.02926,1.359687,0.911021,0.45458,0.401899,0.430693,0.6096,High-Lift Affinity Pair
451,WIRELESS ERGONOMIC MOUSE,"MECHANICAL KEYBOARD, MONITOR LIGHT BAR",0.103371,0.058876,0.031011,0.3,5.09542,0.024925,1.344462,0.896408,0.413359,0.339041,0.397511,0.5978,High-Lift Affinity Pair
452,"COLOMBIAN ROAST COFFEE, PURE CANE SUGAR",FRENCH VANILLA SYRUP,0.061573,0.113258,0.035506,0.576642,5.091386,0.028532,2.094545,0.856316,0.445067,0.370968,0.425174,0.6829,High-Lift Affinity Pair
453,FRENCH VANILLA SYRUP,"COLOMBIAN ROAST COFFEE, PURE CANE SUGAR",0.113258,0.061573,0.035506,0.313492,5.091386,0.028532,1.366957,0.906228,0.445067,0.370968,0.425174,0.6089,High-Lift Affinity Pair
454,LED GROW LIGHT BULB,"CERAMIC PLANT POT WHITE, GARDENING GLOVES PAIR",0.105618,0.066067,0.035506,0.33617,5.088291,0.028528,1.406886,0.898353,0.436793,0.290429,0.425045,0.6147,High-Lift Affinity Pair
455,HEART OF WICKER SMALL,"REGENCY CAKESTAND 3 TIER, WHITE HANGING HEART T-LIGHT HOLDER",0.10382,0.06382,0.033708,0.324675,5.087342,0.027082,1.386266,0.89651,0.426422,0.298658,0.414106,0.6085,High-Lift Affinity Pair
456,WHITE HANGING HEART T-LIGHT HOLDER,"HEART OF WICKER LARGE, REGENCY CAKESTAND 3 TIER",0.110112,0.067416,0.037753,0.342857,5.085714,0.03033,1.41915,0.902778,0.451429,0.305466,0.438178,0.6202,High-Lift Affinity Pair
457,WHITE HANGING HEART T-LIGHT HOLDER,"HEART OF WICKER SMALL, REGENCY CAKESTAND 3 TIER",0.110112,0.060225,0.033708,0.306122,5.083003,0.027076,1.354382,0.90266,0.432912,0.365132,0.413929,0.6032,High-Lift Affinity Pair
458,"ALMOND DANISH, PAIN AU CHOCOLAT","CAPPUCCINO CUP & SAUCER, CROISSANT ALL BUTTER",0.064719,0.065618,0.021573,0.333333,5.079909,0.017326,1.401573,0.858722,0.33105,0.008264,0.331042,0.5897,High-Lift Affinity Pair
459,"CAPPUCCINO CUP & SAUCER, CROISSANT ALL BUTTER","ALMOND DANISH, PAIN AU CHOCOLAT",0.065618,0.064719,0.021573,0.328767,5.079909,0.017326,1.393378,0.859548,0.33105,0.008264,0.331042,0.5884,High-Lift Affinity Pair
460,"GARDENING GLOVES PAIR, WATERING CAN GREEN 2L",LED GROW LIGHT BULB,0.067865,0.105618,0.036404,0.536424,5.078907,0.029237,1.92931,0.861578,0.440552,0.27541,0.429994,0.6717,High-Lift Affinity Pair
461,LED GROW LIGHT BULB,"GARDENING GLOVES PAIR, WATERING CAN GREEN 2L",0.105618,0.067865,0.036404,0.344681,5.078907,0.029237,1.422414,0.897947,0.440552,0.27541,0.429994,0.6179,High-Lift Affinity Pair
462,AGED PARMESAN REGGIANO,GARLIC HERB BREADSTICKS,0.102022,0.113708,0.058876,0.577093,5.075221,0.047276,2.095712,0.894192,0.54744,0.074499,0.546636,0.7186,High-Lift Affinity Pair
463,GARLIC HERB BREADSTICKS,AGED PARMESAN REGGIANO,0.113708,0.102022,0.058876,0.517787,5.075221,0.047276,1.862199,0.905981,0.54744,0.074499,0.546636,0.702,High-Lift Affinity Pair
464,HEART OF WICKER SMALL,"HEART OF WICKER LARGE, REGENCY CAKESTAND 3 TIER",0.10382,0.067416,0.035506,0.341991,5.072872,0.028507,1.417283,0.895884,0.434329,0.268212,0.4244,0.6152,High-Lift Affinity Pair
465,SET OF 3 CAKE TINS PANTRY,"HEART OF WICKER SMALL, REGENCY CAKESTAND 3 TIER",0.106067,0.060225,0.03236,0.305085,5.065773,0.025972,1.35236,0.897827,0.421199,0.342282,0.404878,0.5994,High-Lift Affinity Pair
466,ORGANIC WHOLE MILK,WHOLE WHEAT BREAD,0.10427,0.114157,0.060225,0.577586,5.059564,0.048322,2.097097,0.895755,0.552573,0.0625,0.552006,0.7198,High-Lift Affinity Pair
467,WHOLE WHEAT BREAD,ORGANIC WHOLE MILK,0.114157,0.10427,0.060225,0.527559,5.059564,0.048322,1.895963,0.905753,0.552573,0.0625,0.552006,0.7058,High-Lift Affinity Pair
468,"ORGANIC POTTING SOIL 10L, WATERING CAN GREEN 2L",GARDENING GLOVES PAIR,0.056629,0.117753,0.033708,0.595238,5.05498,0.02704,2.17967,0.850329,0.440749,0.434505,0.412786,0.6829,High-Lift Affinity Pair
469,SET OF 3 CAKE TINS PANTRY,REGENCY CAKESTAND 3 TIER,0.106067,0.113258,0.060674,0.572034,5.050696,0.048661,2.07199,0.897168,0.553874,0.045326,0.553576,0.7183,High-Lift Affinity Pair
470,REGENCY CAKESTAND 3 TIER,SET OF 3 CAKE TINS PANTRY,0.113258,0.106067,0.060674,0.535714,5.050696,0.048661,1.925393,0.904443,0.553874,0.045326,0.553576,0.7081,High-Lift Affinity Pair
471,"ARTISAN PASTA PENNE, ORGANIC TOMATO BASIL SAUCE",GARLIC HERB BREADSTICKS,0.069663,0.113708,0.04,0.574194,5.049726,0.032079,2.081444,0.86202,0.462986,0.30721,0.449432,0.6862,High-Lift Affinity Pair
472,GARLIC HERB BREADSTICKS,"ARTISAN PASTA PENNE, ORGANIC TOMATO BASIL SAUCE",0.113708,0.069663,0.04,0.351779,5.049726,0.032079,1.435215,0.904859,0.462986,0.30721,0.449432,0.6238,High-Lift Affinity Pair
473,WATERING CAN GREEN 2L,GARDENING GLOVES PAIR,0.114157,0.117753,0.067865,0.594488,5.048612,0.054423,2.175639,0.905269,0.585412,0.021918,0.585342,0.7358,High-Lift Affinity Pair
474,GARDENING GLOVES PAIR,WATERING CAN GREEN 2L,0.117753,0.114157,0.067865,0.576336,5.048612,0.054423,2.090908,0.908958,0.585412,0.021918,0.585342,0.7307,High-Lift Affinity Pair
475,"ORGANIC WHOLE MILK, WHOLE WHEAT BREAD",ORGANIC EGGS DOZEN,0.060225,0.11236,0.034157,0.567164,5.047761,0.02739,2.050756,0.853281,0.435582,0.376623,0.415232,0.6749,High-Lift Affinity Pair
476,ORGANIC EGGS DOZEN,"ORGANIC WHOLE MILK, WHOLE WHEAT BREAD",0.11236,0.060225,0.034157,0.304,5.047761,0.02739,1.350252,0.903398,0.435582,0.376623,0.415232,0.6009,High-Lift Affinity Pair
477,"DARK CHOCOLATE BAR 85%, FRENCH VANILLA SYRUP",PURE CANE SUGAR,0.062921,0.110562,0.035056,0.557143,5.039199,0.028099,2.008409,0.855377,0.437108,0.344156,0.420304,0.6728,High-Lift Affinity Pair
478,PURE CANE SUGAR,"DARK CHOCOLATE BAR 85%, FRENCH VANILLA SYRUP",0.110562,0.062921,0.035056,0.317073,5.039199,0.028099,1.372151,0.901193,0.437108,0.344156,0.420304,0.6053,High-Lift Affinity Pair
479,HEART OF WICKER SMALL,HEART OF WICKER LARGE,0.10382,0.107416,0.05618,0.541126,5.037675,0.045028,1.94516,0.894347,0.532069,0.023188,0.531992,0.7015,High-Lift Affinity Pair
480,HEART OF WICKER LARGE,HEART OF WICKER SMALL,0.107416,0.10382,0.05618,0.523013,5.037675,0.045028,1.878833,0.89795,0.532069,0.023188,0.531992,0.6964,High-Lift Affinity Pair
481,"STRAWBERRY PRESERVES, SWEET CREAM BUTTER",ORGANIC EGGS DOZEN,0.057978,0.11236,0.032809,0.565891,5.036434,0.026295,2.044743,0.850773,0.428946,0.395425,0.406498,0.6716,High-Lift Affinity Pair
482,REGENCY CAKESTAND 3 TIER,"SET OF 3 CAKE TINS PANTRY, WHITE HANGING HEART T-LIGHT HOLDER",0.113258,0.060674,0.034607,0.305556,5.036008,0.027735,1.352629,0.903792,0.437963,0.377419,0.417468,0.6013,High-Lift Affinity Pair
483,"ORGANIC POTTING SOIL 10L, WATERING CAN GREEN 2L",LED GROW LIGHT BULB,0.056629,0.105618,0.030112,0.531746,5.034617,0.024131,1.910036,0.849481,0.408426,0.370748,0.389364,0.6573,High-Lift Affinity Pair
484,CERAMIC PLANT POT WHITE,GARDENING GLOVES PAIR,0.111461,0.117753,0.066067,0.592742,5.033782,0.052943,2.16631,0.901865,0.576905,0.038567,0.576688,0.7314,High-Lift Affinity Pair
485,GARDENING GLOVES PAIR,CERAMIC PLANT POT WHITE,0.117753,0.111461,0.066067,0.561069,5.033782,0.052943,2.024324,0.908297,0.576905,0.038567,0.576688,0.7226,High-Lift Affinity Pair
486,LED GROW LIGHT BULB,WATERING CAN GREEN 2L,0.105618,0.114157,0.060674,0.574468,5.03225,0.048617,2.08173,0.895905,0.552982,0.053672,0.552564,0.7176,High-Lift Affinity Pair
487,WATERING CAN GREEN 2L,LED GROW LIGHT BULB,0.114157,0.105618,0.060674,0.531496,5.03225,0.048617,1.909017,0.904542,0.552982,0.053672,0.552564,0.7056,High-Lift Affinity Pair
488,ORGANIC POTTING SOIL 10L,LED GROW LIGHT BULB,0.101573,0.105618,0.053933,0.530973,5.027302,0.043205,1.90689,0.891654,0.520806,0.026393,0.520707,0.6943,High-Lift Affinity Pair
489,LED GROW LIGHT BULB,ORGANIC POTTING SOIL 10L,0.105618,0.101573,0.053933,0.510638,5.027302,0.043205,1.835916,0.895687,0.520806,0.026393,0.520707,0.6886,High-Lift Affinity Pair
490,"CERAMIC PLANT POT WHITE, WATERING CAN GREEN 2L",ORGANIC POTTING SOIL 10L,0.063371,0.101573,0.03236,0.510638,5.027302,0.025923,1.835916,0.855286,0.414611,0.288136,0.403338,0.6542,High-Lift Affinity Pair
491,ORGANIC POTTING SOIL 10L,"CERAMIC PLANT POT WHITE, WATERING CAN GREEN 2L",0.101573,0.063371,0.03236,0.318584,5.027302,0.025923,1.374534,0.891654,0.414611,0.288136,0.403338,0.6002,High-Lift Affinity Pair
492,STRAWBERRY PRESERVES,SWEET CREAM BUTTER,0.107416,0.107416,0.057978,0.539749,5.02486,0.046439,1.939342,0.897382,0.539749,0.0,0.539749,0.7031,High-Lift Affinity Pair
493,SWEET CREAM BUTTER,STRAWBERRY PRESERVES,0.107416,0.107416,0.057978,0.539749,5.02486,0.046439,1.939342,0.897382,0.539749,0.0,0.539749,0.7031,High-Lift Affinity Pair
494,PURE CANE SUGAR,FRENCH VANILLA SYRUP,0.110562,0.113258,0.062921,0.569106,5.024842,0.050399,2.05791,0.900556,0.562331,0.01676,0.56229,0.7192,High-Lift Affinity Pair
495,FRENCH VANILLA SYRUP,PURE CANE SUGAR,0.113258,0.110562,0.062921,0.555556,5.024842,0.050399,2.001236,0.903294,0.562331,0.01676,0.56229,0.7154,High-Lift Affinity Pair
496,BLUEBERRY SCONE,"ALMOND DANISH, CAPPUCCINO CUP & SAUCER",0.107416,0.062472,0.033708,0.313808,5.023178,0.026997,1.366276,0.897308,0.426688,0.330033,0.411486,0.601,High-Lift Affinity Pair
497,ORGANIC WHOLE MILK,SWEET CREAM BUTTER,0.10427,0.107416,0.05618,0.538793,5.015961,0.04498,1.935323,0.893836,0.530903,0.020231,0.530844,0.6993,High-Lift Affinity Pair
498,SWEET CREAM BUTTER,ORGANIC WHOLE MILK,0.107416,0.10427,0.05618,0.523013,5.015961,0.04498,1.877891,0.896987,0.530903,0.020231,0.530844,0.6949,High-Lift Affinity Pair
499,ORGANIC TOMATO BASIL SAUCE,GARLIC HERB BREADSTICKS,0.109663,0.113708,0.062472,0.569672,5.009962,0.050002,2.059574,0.898983,0.55954,0.02514,0.559448,0.7175,High-Lift Affinity Pair
500,GARLIC HERB BREADSTICKS,ORGANIC TOMATO BASIL SAUCE,0.113708,0.109663,0.062472,0.549407,5.009962,0.050002,1.975924,0.903086,0.55954,0.02514,0.559448,0.7119,High-Lift Affinity Pair
501,"ARTISAN PASTA PENNE, ORGANIC TOMATO BASIL SAUCE",ITALIAN EXTRA VIRGIN OLIVE OIL,0.069663,0.115955,0.040449,0.580645,5.007502,0.032372,2.108107,0.860225,0.464741,0.318885,0.450056,0.6858,High-Lift Affinity Pair
502,ITALIAN EXTRA VIRGIN OLIVE OIL,"ARTISAN PASTA PENNE, ORGANIC TOMATO BASIL SAUCE",0.115955,0.069663,0.040449,0.348837,5.007502,0.032372,1.428732,0.90527,0.464741,0.318885,0.450056,0.6207,High-Lift Affinity Pair
503,"CAPPUCCINO CUP & SAUCER, CROISSANT ALL BUTTER, PAIN AU CHOCOLAT",ALMOND DANISH,0.037303,0.115506,0.021573,0.578313,5.006798,0.017264,2.097515,0.831281,0.382542,0.59589,0.328652,0.6556,High-Lift Affinity Pair
504,AGED PARMESAN REGGIANO,"GARLIC HERB BREADSTICKS, ORGANIC TOMATO BASIL SAUCE",0.102022,0.062472,0.03191,0.312775,5.006655,0.025537,1.364224,0.891187,0.411783,0.298305,0.399704,0.5964,High-Lift Affinity Pair
505,"CERAMIC COFFEE MUG, DARK CHOCOLATE BAR 85%, PURE CANE SUGAR",COLOMBIAN ROAST COFFEE,0.034607,0.114157,0.019775,0.571429,5.005624,0.015825,2.066966,0.828911,0.372328,0.616725,0.314623,0.6507,High-Lift Affinity Pair
506,"COLOMBIAN ROAST COFFEE, DARK CHOCOLATE BAR 85%",CERAMIC COFFEE MUG,0.060225,0.107416,0.03236,0.537313,5.002186,0.02589,1.929134,0.85136,0.419284,0.348837,0.402329,0.6602,High-Lift Affinity Pair
507,CERAMIC COFFEE MUG,"COLOMBIAN ROAST COFFEE, DARK CHOCOLATE BAR 85%",0.107416,0.060225,0.03236,0.301255,5.002186,0.02589,1.344948,0.896372,0.419284,0.348837,0.402329,0.5938,High-Lift Affinity Pair
508,"CERAMIC COFFEE MUG, COLOMBIAN ROAST COFFEE, PURE CANE SUGAR",DARK CHOCOLATE BAR 85%,0.035056,0.112809,0.019775,0.564103,5.000511,0.015821,2.035321,0.829085,0.369701,0.607018,0.314462,0.6481,High-Lift Affinity Pair
509,GARDENING GLOVES PAIR,"CERAMIC PLANT POT WHITE, WATERING CAN GREEN 2L",0.117753,0.063371,0.037303,0.316794,4.999053,0.029841,1.370932,0.906732,0.452723,0.378125,0.431835,0.6063,High-Lift Affinity Pair
510,"ALMOND DANISH, PAIN AU CHOCOLAT",CROISSANT ALL BUTTER,0.064719,0.120899,0.039101,0.604167,4.997289,0.031277,2.220887,0.855242,0.463793,0.383436,0.44204,0.6898,High-Confidence Cross-Sell
511,CROISSANT ALL BUTTER,"ALMOND DANISH, PAIN AU CHOCOLAT",0.120899,0.064719,0.039101,0.32342,4.997289,0.031277,1.382366,0.909897,0.463793,0.383436,0.44204,0.611,High-Lift Affinity Pair
512,PURE CANE SUGAR,"COLOMBIAN ROAST COFFEE, FRENCH VANILLA SYRUP",0.110562,0.06427,0.035506,0.321138,4.996731,0.0284,1.378381,0.899297,0.436793,0.332258,0.421203,0.6042,High-Lift Affinity Pair
513,USB-C MULTIPORT ADAPTER,"MONITOR LIGHT BAR, WIRELESS ERGONOMIC MOUSE",0.101573,0.060225,0.030562,0.300885,4.996038,0.024445,1.344236,0.890269,0.404174,0.315068,0.390753,0.5902,High-Lift Affinity Pair
514,AGED PARMESAN REGGIANO,"ARTISAN PASTA PENNE, ORGANIC TOMATO BASIL SAUCE",0.102022,0.069663,0.035506,0.348018,4.995737,0.028398,1.426936,0.890701,0.428848,0.237624,0.421161,0.6113,High-Lift Affinity Pair
515,AGED PARMESAN REGGIANO,"GARLIC HERB BREADSTICKS, ITALIAN EXTRA VIRGIN OLIVE OIL",0.102022,0.070562,0.035955,0.352423,4.994528,0.028756,1.435255,0.890647,0.430989,0.230263,0.423767,0.6132,High-Lift Affinity Pair
516,FRENCH VANILLA SYRUP,"DARK CHOCOLATE BAR 85%, PURE CANE SUGAR",0.113258,0.062022,0.035056,0.309524,4.990511,0.028032,1.35845,0.901751,0.437371,0.365385,0.418268,0.5999,High-Lift Affinity Pair
517,ITALIAN EXTRA VIRGIN OLIVE OIL,ARTISAN PASTA PENNE,0.115955,0.117303,0.067865,0.585271,4.989382,0.054263,2.128371,0.90445,0.581908,0.008152,0.581898,0.729,High-Lift Affinity Pair
518,ARTISAN PASTA PENNE,ITALIAN EXTRA VIRGIN OLIVE OIL,0.117303,0.115955,0.067865,0.578544,4.989382,0.054263,2.097598,0.905831,0.581908,0.008152,0.581898,0.7271,High-Lift Affinity Pair
519,ORGANIC TOMATO BASIL SAUCE,ITALIAN EXTRA VIRGIN OLIVE OIL,0.109663,0.115955,0.063371,0.577869,4.983559,0.050655,2.094242,0.897795,0.56219,0.038781,0.561972,0.7194,High-Lift Affinity Pair
520,ITALIAN EXTRA VIRGIN OLIVE OIL,ORGANIC TOMATO BASIL SAUCE,0.115955,0.109663,0.063371,0.546512,4.983559,0.050655,1.963307,0.904185,0.56219,0.038781,0.561972,0.7106,High-Lift Affinity Pair
521,FRENCH VANILLA SYRUP,"CERAMIC COFFEE MUG, PURE CANE SUGAR",0.113258,0.062921,0.035506,0.313492,4.982285,0.028379,1.364993,0.901377,0.438889,0.357827,0.420594,0.6011,High-Lift Affinity Pair
522,"ALMOND DANISH, CAPPUCCINO CUP & SAUCER, CROISSANT ALL BUTTER",PAIN AU CHOCOLAT,0.035955,0.120449,0.021573,0.6,4.981343,0.017242,2.198876,0.82906,0.389552,0.626667,0.327815,0.6601,High-Confidence Cross-Sell
523,"COLOMBIAN ROAST COFFEE, DARK CHOCOLATE BAR 85%","FRENCH VANILLA SYRUP, PURE CANE SUGAR",0.060225,0.062921,0.018876,0.313433,4.981343,0.015087,1.364875,0.85047,0.306716,0.025862,0.306643,0.5725,High-Lift Affinity Pair
524,CERAMIC PLANT POT WHITE,WATERING CAN GREEN 2L,0.111461,0.114157,0.063371,0.568548,4.980394,0.050647,2.053168,0.899468,0.561833,0.01662,0.561793,0.7165,High-Lift Affinity Pair
525,WATERING CAN GREEN 2L,CERAMIC PLANT POT WHITE,0.114157,0.111461,0.063371,0.555118,4.980394,0.050647,1.997248,0.902206,0.561833,0.01662,0.561793,0.7128,High-Lift Affinity Pair
526,PURE CANE SUGAR,DARK CHOCOLATE BAR 85%,0.110562,0.112809,0.062022,0.560976,4.972792,0.04955,2.020824,0.898214,0.555388,0.013928,0.55536,0.7117,High-Lift Affinity Pair
